event_id,name,date,time,status,venue,city,state,address,latitude,longitude,category,genre,sub_genre,min_price,max_price,url,source,year
ZFwVzcymWZ17k4Zw,ANDROMEDIK,2026-06-26,23:00:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Dance/Electronic,Techno,,,https://www.moshtix.com.au/v2/event/andromedik/195032,ticketmaster,2026
ZFwVzcymWZ17kFbO,CONRAD SEWELL - BLOODLINE TOUR  with special guest Grace Sewell,2026-06-27,19:00:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/conrad-sewell-bloodline-tour-with-special-guest-grace-sewell/188620,ticketmaster,2026
ZFwVzcymWZ17kK7k,ILLY - The Two Degrees 10th Anniversary Tour,2026-06-27,19:30:00,onsale,Manning Bar,Camperdown,NSW,Manning Rd,-33.886691,151.188164,Music,Hip-Hop/Rap,Urban,,,https://www.moshtix.com.au/v2/event/illy-the-two-degrees-10th-anniversary-tour/193106,ticketmaster,2026
ZFwVzcymWZ17kpGx,BLOODY BEETROOTS,2026-06-27,19:30:00,onsale,Felons Barrel Room,Manly,NSW,Felons Brewing Co,-33.80005675,151.28519258,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/bloody-beetroots/196322,ticketmaster,2026
1AKZk39Gkd-azx7,Gareth. T - Prince Of nothing,2026-06-27,20:00:00,onsale,Sydney Event Centre,Pyrmont,NSW,80 Pyrmont Street,-33.868017,151.195545,Music,Pop,Pop,,,https://www.ticketmaster.com.au/gareth-t-prince-of-nothing-pyrmont-27-06-2026/event/13006497E1278884,ticketmaster,2026
1AvGZ_dGkBXmBzP,Marinella Tribute,2026-06-27,20:00:00,onsale,"State Theatre, Sydney",Sydney,NSW,49 Market Street,-33.870824,151.207907,Music,Other,Other,,,https://www.ticketmaster.com.au/marinella-tribute-sydney-27-06-2026/event/1300643EBEBBAE25,ticketmaster,2026
1AvGZ_kGknKoxu6,An Evening With David Campbell,2026-06-27,20:00:00,onsale,Foundry Theatre,Pyrmont,NSW,Pirrama Rd,-33.868828,151.19572,Music,Jazz,Jazz,,,https://www.ticketmaster.com.au/an-evening-with-david-campbell-pyrmont-27-06-2026/event/1300646A93462347,ticketmaster,2026
ZFwVzcymWZ17k4Cp,Denis Sulta,2026-06-27,22:00:00,onsale,Plaza Hotel Sydney,Sydney,NSW,600 George St,-33.87498217,151.20673165,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/denis-sulta/195396,ticketmaster,2026
ZFwVzcymWZ17kf7P,PNAU  + guests - The Nirvana Tour,2026-06-28,19:00:00,onsale,The Beach Hotel,Byron Bay,NSW,Bay Lane,-28.647408,153.561825,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/pnau-guests-the-nirvana-tour/194125,ticketmaster,2026
ZFwVzcymWZ17kFOE,SYDNEY THE GOAT PRESENTS A WORLD TOUR FROM AMERICA TO THE LAND DOWN UNDER A MUST SEE FOR TRUE HIP HOP FANS ,2026-07-01,19:30:00,onsale,Oxford Art Factory,Sydney,NSW,38-46 Oxford St,-33.877838,151.213913,Music,Hip-Hop/Rap,Urban,,,https://www.moshtix.com.au/v2/event/sydney-the-goat-presents-a-world-tour-from-america-to-the-land-down-under-a-must-see-for-true-hip-hop-fans/188827,ticketmaster,2026
ZFwVzcymWZ17k4_6,The Bloody Beetroots (DJ Set),2026-07-03,18:00:00,onsale,Hotel Brunswick,Brunswick Heads,NSW,4 Mullumbimbi St,-28.53969362,153.55171342,Music,Dance/Electronic,Club Dance,,,https://www.moshtix.com.au/v2/event/the-bloody-beetroots-dj-set-/195647,ticketmaster,2026
ZFwVzcymWZ17k4jw,"MILDLIFE at FELONS BARREL ROOM, MANLY",2026-07-03,19:00:00,onsale,Felons Barrel Room,Manly,NSW,Felons Brewing Co,-33.80005675,151.28519258,Music,Jazz,Jazz,,,https://www.moshtix.com.au/v2/event/mildlife-at-felons-barrel-room-manly/195732,ticketmaster,2026
1AvGZbwGkX6js71,Scott Bradlee's Postmodern Jukebox - The Future Is Vintage 2026,2026-07-03,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Jazz,Jazz,,,https://www.ticketmaster.com.au/scott-bradlees-postmodern-jukebox-the-future-thirroul-03-07-2026/event/1300632F8773110A,ticketmaster,2026
ZFwVzcymWZ17k4bs,"DZ DEATHRAYS @ BEACH ROAD HOTEL, BONDI ",2026-07-03,19:30:00,onsale,The Beach Hotel,Byron Bay,NSW,Bay Lane,-28.647408,153.561825,Music,Rock,Pop,,,https://www.moshtix.com.au/v2/event/dz-deathrays-beach-road-hotel-bondi/195631,ticketmaster,2026
ZFwVzcymWZ17k4C3,Curi Collective & EIGHTY-SIX Presents: LYNY.,2026-07-03,21:00:00,onsale,Mary's Underground,Circular Quay,NSW,29 Reiby Place,-33.86192126,151.21007134,Music,Dance/Electronic,Dance/Electronic,,,https://www.moshtix.com.au/v2/event/curi-collective-eighty-six-presents-lyny-/195392,ticketmaster,2026
1AvGZ_kGklQKkR_,ABBA - THANK YOU FOR THE MUSIC,2026-07-04,18:30:00,onsale,The Regent Theatre,Richmond,NSW,145 Windsor St,-33.59758888,150.75350678,Music,Pop,Pop,,,https://www.ticketmaster.com.au/abba-thank-you-for-the-music-richmond-04-07-2026/event/1300646ADA4C6BD9,ticketmaster,2026
ZFwVzcymWZ17kK-y,"THE AUDREYS ""Between Last Night & Us 20th Anniversary Tour""",2026-07-04,19:00:00,onsale,Mary's Underground,Circular Quay,NSW,29 Reiby Place,-33.86192126,151.21007134,Music,Pop,Adult Contemporary,,,https://www.moshtix.com.au/v2/event/the-audreys-between-last-night-us-20th-anniversary-tour-/193879,ticketmaster,2026
1AvGZ_7GkRk1QTV,Tim Finn - A Finn Night Out,2026-07-04,19:30:00,onsale,Anita's Theatre,Thirroul,NSW,264-270 Lawrence Hargrave Dr,-34.314659,150.922836,Music,Rock,Pop,,,https://www.ticketmaster.com.au/tim-finn-a-finn-night-out-thirroul-04-07-2026/event/1300644BC629AFF4,ticketmaster,2026
ZFwVzcymWZ17k370,DAN McCABE AUSTRALIAN TOUR JULY 2026 ,2026-07-04,19:30:00,onsale,Liberty Hall,Moore Park,NSW,"Entertainment Quarter, Building 220",-33.894103,151.225267,Music,Folk,Folk,,,https://www.moshtix.com.au/v2/event/dan-mccabe-australian-tour-july-2026/192124,ticketmaster,2026
ZFwVzcymWZ17kpCk,LUCY BEDROQUE,2026-07-06,19:30:00,onsale,Liberty Hall,Moore Park,NSW,"Entertainment Quarter, Building 220",-33.894103,151.225267,Music,Hip-Hop/Rap,Hip-Hop/Rap,,,https://www.moshtix.com.au/v2/event/lucy-bedroque/196386,ticketmaster,2026
